title,summary,authors,updated,published
the 95.4 gev di-photon excess at atlas and cms,"The ATLAS collaboration has recently reported the results of a low-mass
Higgs-boson search in the di-photon final state based on the full Run 2 data
set. The results are based on an improved analysis w.r.t. the previous
analysis, which included a part of the Run 2 data, with a substantially better
sensitivity. The ``model-dependent'' search carried out by ATLAS shows an
excess of events at a mass of about 95.4 GeV with a local significance of
$1.7\,\sigma$. The results are compatible with a previously reported excess at
the same mass, but somewhat higher significance of $2.9\,\sigma$, from the CMS
collaboration, also based on the full Run 2 data set. Combining the two results
(neglecting possible correlations) we find a signal strength of
$\mu_{\gamma\gamma}^{\rm ATLAS+CMS} = 0.24^{+0.09}_{-0.08}$, corresponding to
an excess of $3.1\,\sigma$. In this work, we investigate the implications of
this result, updating a previous analysis based solely on the CMS Run 2 data.
We demonstrate that the ATLAS/CMS combined di-photon excess can be interpreted
as the lightest Higgs boson in a Two-Higgs doublet model that is extended by a
complex singlet (S2HDM) of Yukawa types II and IV, while being in agreement
with all other experimental and theoretical constraints.","{'T. Biekötter', 'S. Heinemeyer', 'G. Weiglein'}",2024-03-12T13:41:46Z,2023-06-06 17:47:28+00:00
a scotogenic explanation for the 95 gev excesses,"Several hints of the presence of a new state at about $95$ GeV have been
observed recently. The CMS and ATLAS collaborations have reported excesses in
the diphoton channel at about this diphoton invariant mass with local
statistical significances of $2.9 \, \sigma$ and $1.7 \,\sigma$, respectively.
Furthermore, a $2 \, \sigma$ excess in the $b\bar{b}$ final state was also
observed at LEP, again pointing at a similar mass value. We interpret these
intriguing hints of new physics in a variant of the Scotogenic model, an
economical scenario that induces Majorana neutrino masses at the loop level and
includes a viable dark matter candidate. We show that our model can naturally
explain the 95 GeV excesses while respecting all experimental constraints and
discuss other phenomenological predictions of our scenario.","{'Avelino Vicente', 'Pablo Escribano', 'Victor Martin Lozano'}",2023-06-06T14:52:30Z,2023-06-06 14:52:30+00:00
2hdm interpretations of the cms diphoton excess at 95 gev,"In both Run 1 and Run 2 of the LHC, the CMS collaboration has observed an
excess of events in the searches for low-mass Higgs bosons in the diphoton
final state at a mass of about 95 GeV. After a recent update of the
experimental analysis, in which the full Run 2 data collected at 13 TeV has
been included and an improved experimental calibration has been applied, the
local significance of the excess amounts to $2.9\sigma$. The presence of this
diphoton excess is especially interesting in view of a further excess observed
by CMS in ditau final states at a comparable mass and similar local
significance. Moreover, an excess of events with about $2\sigma$ local
significance and consistent with a mass of 95 GeV was observed in LEP searches
for a Higgs boson decaying to pairs of bottom quarks. We interpret the CMS
diphoton excess in combination with the ditau excess in terms of a pseudoscalar
resonance in the CP-conserving two-Higgs-doublet model (2HDM). Furthermore, we
discuss the possibility that, if CP-violation is taken into account, a CP-mixed
scalar state can in addition describe the LEP result, thus accommodating all
three excesses simultaneously. We find that the region of parameter space where
both the CMS diphoton and ditau excesses can be fitted is in tension with
current constraints from the flavour sector, potentially calling for other
new-physics contributions to flavour-physics observables, most notably $b \to
s\gamma$ transitions. We also comment on the compatibility with the recent
ATLAS di-photon searches.","{'Duarte Azevedo', 'Thomas Biekötter', 'P. M. Ferreira'}",2023-06-28T12:00:22Z,2023-05-31 10:10:47+00:00
"investigation of higgs boson decaying to di-muon, dark matter produced
  in association with a higgs boson decaying to $b$-quarks and unbinned
  profiled unfolding","The discovery of the Standard Model (SM) Higgs boson by ATLAS and CMS at the
LHC in 2012 marked a major milestone in particle physics. However, many
questions remain unanswered, which has led to an active research program to
search for either rare SM phenomena or Beyond Standard Model (BSM) physics that
involve the Higgs boson. In this dissertation, I present two example searches
involving the Higgs boson, using proton-proton ($pp$) collision data collected
by the ATLAS detector. The first search tackles the problem of how the SM Higgs
couples to the second-generation fermions. It searches for the dimuon decay of
the SM Higgs boson using data corresponding to an integrated luminosity of 139
fb$^{-1}$ collected by the ATLAS detector in $pp$ collisions at $\sqrt{s} = 13\
\mathrm{TeV}$ at the LHC. In the second search, we look for Dark Matter
produced in association with a Higgs boson decaying to $b$-quarks. This search
uses the same dataset as the $H\to\mu\mu$ search and targets events that
contain large missing transverse momentum and either two $b$-tagged
small-radius jets or a single large-radius jet associated with two $b$-tagged
subjets. In addition to the two physics analyses, unfolding is a key procedure
in the high energy experiments, which corrects data for the detector effect. I
present a new unfolding method that allows to unfold data without having any
artificial binning and is also able to profile nuisance parameters
simultaneously. This new method provides much higher flexibility and increases
the reusability for different downstream tasks compared to the traditional
approach. It will benifit any future analyses including Higgs physics and Dark
Matter searches.",{'Jay Chan'},2023-05-30T22:08:00Z,2023-05-30 22:08:00+00:00
"the global fits of new physics in $b \to s $ after $r_{k^{(*)}}$ 2022
  release","The measurement of lepton universality parameters $R_{K^{(*)}}$ was updated
by LHCb in December 2022, which indicated that the well-known anomalies in
flavor-changing neutral current (FCNC) processes of B meson decays have faded
away. However, does this mean that all new physics possibilities related to
$b\to s\ell^+\ell^-$ have been excluded? We aim to answer this question in this
work. The state-of-the-art effective Hamiltonian is adopted to describe $b \to
s$ transition, while BSM (beyond the Standard Model) new physics effects are
encoded in Wilson coefficients (WCs). Using around 200 observables in leptonic
and semileptonic decays of B mesons and bottom baryons, measured by LHCb, CMS,
ATLAS, Belle, and BaBar, we perform global fits of these Wilson coefficients in
four different scenarios. In particular, lepton flavors in WCs are specified in
some of the working scenarios. To see the change of new physics parameters, we
use both the data before and after the 2022 release of $R_{K^{(*)}}$ in two
separate sets of fits. We find that in three of the four scenarios, $\Delta
C_9^\mu$ still has a deviation around or more than $4\sigma$ from the Standard
Model. The lepton flavor in WCs is distinguishable for $\Delta C_{9}$ at the
$1\sigma$ level, but at the $2\sigma$ level all the operators are flavor
identical. We demonstrate numerically that there is no chirality for muon type
of scalar operator and it is kept at the $1\sigma$ level for their electron
type dual ones, while chiral difference exists for $\mathcal{O}_{9}^\mu$ at
least at the $2\sigma$ level. Moreover, it can be deduced that the scalar
operators $\mathcal{O}_{S,P}^{(')\mu}$ become null if new physics emerges in
terms of SMEFT (Standard Model Effective Field Theory) up to dimension-6.","{'Qiaoyi Wen', 'Fanrong Xu'}",2023-10-29T07:01:25Z,2023-05-30 13:56:26+00:00
prediction of charmed-bottom pentaquarks in quark model,"Inspired by the fully heavy tetraquark states reported by the LHCb, ATLAS and
CMS Collaborations, we perform a systemical investigation of the low-lying
fully heavy pentaquark systems composed of charm and bottom quarks (anti-quark)
in the chiral quark model. With the help of the channel-coupling, we obtain
several fully heavy pentaquark candidates, which are $cccc\bar{b}$ and
$bbbb\bar{c}$ systems with $J^P = 1/2^-$ and $3/2^-$, $cccb\bar{c}$,
$bbbc\bar{b}$, $cccb\bar{b}$ and $bbbc\bar{c}$ systems with $J^P = 5/2^-$. The
binding energies of these states are all below 10 MeV and the root mean square
(RMS) are around 1.8 fm, which indicates that these states are likely to be
molecular states. These predicted exotic states may provide new ideas for
experimental searches and we expect more experimental and theoretical
researches to study and understand the fully heavy states in future.","{'Hongxia Huang', 'Yuheng Wu', 'Jialun Ping', 'Xinmei Zhu', 'Ye Yan'}",2023-05-26T04:02:51Z,2023-05-26 04:02:51+00:00
a novel beam-dump measurement with the lhc general-purpose detectors,"We propose a novel scheme for performing a beam-dump-like experiment with the
general-purpose detectors (ATLAS and CMS) at the LHC. Collisions of high-energy
protons result in jets containing a number of energetic hadrons and
electromagnetic objects that are essentially ""dumped"" to hadronic and
electromagnetic calorimeters, respectively, and induce the production of
secondary hadrons, electrons, and photons in calorimetric showers. We envision
a situation where new physics particles are produced by the interactions of
these secondary particles inside the calorimeters. For proof of principles, we
consider the axion-like particles (ALPs) produced via the Primakoff process in
the presence of their interaction with photons at CMS. We argue that the drift
tube chambers and the ME0 module of the muon system can serve as detectors to
record the photons from the ALP decay, demonstrating that the resulting
sensitivity reach is competitive due to their close proximity to the signal
source points. We further show that the LHC does not suffer from a barrier,
dubbed beam-dump ""ceiling"", that typical beam-dump experiments hardly surpass,
carrying the great potential for exploring a wide range of parameter space in
increasing statistics. This analysis can be extended to investigate various
types of light mediators with couplings to the Standard Model leptons and
quarks.","{'Hyunyong Kim', 'Doojin Kim', 'Bhaskar Dutta'}",2023-05-25T18:00:01Z,2023-05-25 18:00:01+00:00
automated calculation of jet fragmentation at nlo in qcd,"We present FMNLO, a framework to combine general-purpose Monte Carlo
generators and fragmentation functions (FFs). It is based on a hybrid scheme of
phase-space slicing method and local subtraction method, and accurate to
next-to-leading order (NLO) in QCD. The new framework has been interfaced to
MG5 aMC@NLO and made publicly available in this work. We demonstrate its unique
ability by giving theoretical predictions of various fragmentation measurements
at the LHC, followed by comparison with the data. With the help of
interpolation techniques, FMNLO allows for fast calculation of fragmentation
processes for a large number of different FFs, which makes it a promising tool
for future fits of FFs. As an example, we perform a NLO fit of parton
fragmentation functions to unidentified charged hadrons using measurements at
the LHC. We find the ATLAS data from inclusive dijet production show a strong
constraining power. Notable disparities are found between our gluon FF and that
of BKK, DSS and NNFF, indicating the necessities of additional constraints and
data for gluon fragmentation function.","{'Bin Zhou', 'XiaoMin Shen', 'Jun Gao', 'ChongYang Liu'}",2024-01-06T17:56:21Z,2023-05-24 01:37:57+00:00
"precision studies of the post-ct18 lhc drell-yan data in the cteq-tea
  global analysis","In this study, we examine closely the impact of the post-CT18 LHC Drell-Yan
data on parton distribution functions (PDFs) in the general CTEQ-TEA global
analysis framework. We compare the two main theoretical predictions, the MCFM
fixed order calculations at next-to-next-to-leading order (NNLO) and the
ResBos2 NNLO matched to $q_T$ resummation up to next-to-next-to-next-to-leading
logarithmic (N3LL) level. We find that the overall inclusive cross sections
agree well but the fiducial distributions can differ at a percent level. We
mainly discuss the result of the ResBos2 resummation calculation which yields a
smaller Monte-Carlo uncertainty, and a better description to the post-CT18 LHC
Drell-Yan data. We find that the majority of post-CT18 LHC Drell-Yan data are
consistent with the ATLAS 7 TeV $W,Z$ data, which were included in the CT18A,
but not CT18, fit and increases the strange quark distribution at the small $x$
region. The noticeable exception is that the ATLAS and LHCb 8 TeV $W$ data pull
$d(\bar{d})$ quark PDFs to the opposite direction with respect to the ATLAS 7
TeV $W,Z$ data. The inclusion of these post-CT18 LHC Drell-Yan data sets in the
CTEQ-TEA global analysis is to update the CT18 PDFs following similar trends as
CT18Z PDFs. The parton luminosities and a few phenomenological implications
with the fiducial $W^\pm,Z$ and inclusive $H,t\bar{t},t\bar{t}H$ productions at
the 14 TeV LHC, as examples, are presented.","{'Keping Xie', 'Tie-Jiun Hou', 'Ibrahim Sitiwaldi', 'Alim Ablat', 'C. - P. Yuan', 'Sayipjamal Dulat'}",2023-06-07T13:44:46Z,2023-05-18 06:05:57+00:00
"forward-backward multiplicity and momentum correlations in pp and ppb
  collisions at the lhc energies","Correlations and fluctuations between produced particles in an
ultra-relativistic nuclear collision remain one of the successor to understand
the basics of the particle production mechanism. More differential tools like
Forward-Backward (FB) correlations between particles from two different
phase-space further strengthened our cognizance. We have studied the strength
of FB correlations in terms of charged particle multiplicity and summed
transverse momentum for proton-proton ($pp$) and proton-lead ($pPb$) collisions
at the centre-of-mass energies $\sqrt{s}$ = 13 TeV and $\sqrt{s_{\rm NN}}$ =
5.02 TeV respectively for the EPOS3 simulated events with hydrodynamical
evolution of produced particles. Furthermore, the correlation strengths are
separately obtained for the particles coming from the core and the corona. FB
correlation strengths are examined as a function of psedorapidity gap
($\eta_{gap}$), psedorapidity window-width ($\delta\eta$), centre-of-mass
energy ($\sqrt{s}$), minimum transverse momentum ($p_{Tmin}$) and different
multiplicity classes following standard kinematical cuts used by the ALICE and
the ATLAS experiments at the LHC for all three EPOS3 event samples. EPOS3 model
shows a similar trend of FB multiplicity and momentum correlation strengths for
both $pp$ \& $pPb$ systems, though the correlation strengths are found to be
larger for $pPb$ system than $pp$ system. Moreover, $\delta\eta$-weighted
average of FB correlation strengths as a function of different center-of-mass
energies for $pp$ collisions delineates a tendency of saturation at very high
energies.","{'Hirak Koley', 'Somnath Kar', 'Joyati Mondal', 'Premomoy Ghosh', 'Argha Deb', 'Mitali Mondal'}",2023-05-12T03:20:17Z,2023-05-12 03:20:17+00:00
hadronic molecules $η_c η_c$ and $χ_{c0}χ_{c0}$,"The fully charmed hadronic scalar molecules $\mathcal{M}_1=\eta_c \eta_c$ and
$\mathcal{M}_2=\chi_{c0}\chi_{c0}$ are studied in the context of the QCD sum
rule method. The masses $m$, $\widetilde{m}$ and current couplings $f$, $
\widetilde{f}$ of these states are calculated using the two-point sum rule
approach. The obtained results $m=(6264 \pm 50)~\mathrm{MeV}$ and $
\widetilde{m}=(6954 \pm 50)~\mathrm{MeV}$ are employed to determine their decay
channels. It is demonstrated that the processes $\mathcal{M}_1\to J/\psi J/\psi
$ and $\mathcal{M}_1\to \eta _{c}\eta _{c}$ are kinematically allowed decay
modes of $\mathcal{M}_1$. The molecule $\mathcal{M}_2$ decays to $J/\psi
J/\psi$, $J/\psi \psi^{\prime}$, $\eta _{c}\eta _{c}$, $\eta _{c}\eta
_{c}(2S)$, $\eta _{c}\chi _{c1}(1P)$, and $\chi_{c0} \chi_{c0}$ mesons. The
partial widths all of these processes are evaluated by means of the three-point
sum rule calculations, which are necessary to extract the strong couplings
$g_i$ at vertices $\mathcal{M}_1J/\psi J/\psi $, $\mathcal{M }_1\eta _{c}\eta
_{c}$, and others. Our estimates for the full widths of the molecules
$\Gamma_{\mathcal{M}_1}=(320 \pm 72)~\mathrm{MeV}$ and $\Gamma _{
\mathcal{M}_2}=(138 \pm 18)~\mathrm{MeV}$, as well as their masses are compared
with parameters of the $X$ resonances discovered by the LHCb-ATLAS-CMS
Collaborations in the di-$J/\psi$ and $J/\psi\psi^{\prime}$ invariant mass
distributions. We argue that the molecule $\mathcal{M}_1$ can be considered as
a real candidate to the resonance $X(6200)$. The structure $ \mathcal{M}_2$ may
be interpreted as $X(6900)$ or one of its components in combination with a
scalar tetraquark.","{'B. Barsbay', 'S. S. Agaev', 'K. Azizi', 'H. Sundu'}",2023-10-18T05:02:01Z,2023-05-05 17:16:05+00:00
hunting muonic forces at emulsion detectors,"Only two types of Standard Model particles are able to propagate the
$480\,$meters separating the ATLAS interaction point and FASER: neutrinos and
muons. Furthermore, muons are copiously produced in proton collisions. We
propose to use FASER$\nu$ as a muon fixed target experiment in order to search
for new bosonic degrees of freedom coupled predominantly to muons. These muon
force carriers are particularly interesting in light of the recent measurement
of the muon anomalous magnetic moment. Using a novel analysis technique, we
show that even in the current LHC run, FASER$\nu$ could potentially probe
previously unexplored parts of the parameter space. In the high-luminosity
phase of the LHC, we find that the improved sensitivity of FASER$\nu2$ will
probe unexplored parameter space and may be competitive with dedicated search
proposals.","{'Iftah Galon', 'Akitaka Ariga', 'Enrique Kajomovitz', 'Reuven Balkin', 'Yotam Soreq'}",2023-05-04T18:35:33Z,2023-05-04 18:35:33+00:00
"simple, but not simplified: a new approach for optimising
  beyond-standard model physics searches at the large hadron collider","Searches for beyond-Standard Model physics scenarios, such as supersymmetry
(SUSY), at the Large Hadron Collider (LHC) are frequently optimised on
simplified models. After assuming particular particle production and decay
processes, analyses are optimised by tuning event selections on benchmark
models generated in 2D planes of parameters, with all other parameters held
fixed. Motivated by recent evidence that this removes sensitivity to a large
volume of viable SUSY models, we propose an alternative approach based on
dimensional reduction of global fit results. Starting from the results of a
global fit of the 4D electroweak minimal supersymmetric standard model
performed by the GAMBIT collaboration, we show how to define a 2D plane by
using a variational autoencoder to map points in the original 4D parameter
space to a 2D latent space. This allows for easy visualisation of the 4D global
fit results, which generates insights into what we may be missing at the LHC.
Furthermore, the invertible nature of the map to the 2D plane allows
experimentalists to choose and simulate benchmark models in a 2D plane (as they
could for a simplified model) whilst still accessing the full range of
phenomenological scenarios identified by the global fit in the 4D model. We
provide a demonstration of how our visualisation and benchmark model simulation
process works, and develop an analysis that is able to exclude four benchmark
models not excluded by the ATLAS and CMS collaborations in the set of results
used for the global fit.","{'Martin White', 'Anders Kvellestad', 'Melissa van Beekveld', 'Philip Grace', 'Adam Leinweber'}",2023-05-03T00:28:17Z,2023-05-03 00:28:17+00:00
a new higgs boson with electron-muon flavor-violating couplings,"Recently, the CMS Collaboration performed a search on a new resonance
decaying to $e^\pm\mu^\mp$ in the mass range of 110 GeV to 160 GeV. The search
also hints a possible excess at 146 GeV with a $3.8\sigma~(2.8\sigma)$ of local
(global) significance. Motivated by that, we try to interpret the results in
the context of the type-III two-Higgs-doublet-model. We find that the excess is
only moderately constrained by low-energy lepton-flavor-violation processes, in
particular the $\mu\to e \gamma$ decay. We also compare the CMS bounds across
the entire search region against constraints of $\mu\to e\gamma$ and $\mu\to e$
conversion in nuclei. Our finding indicates that the collider bounds can be
superior to those of low-energy processes for the scalar mass between $110
\text{ GeV}$ and $150 \text{ GeV}$, suggesting the importance of this mass
range for future searches.","{'J. Julio', 'N. Srimanobhas', 'P. Uttayarat', 'R. Primulando'}",2023-08-29T15:06:32Z,2023-04-26 18:00:29+00:00
fully charmed resonance $x(6900)$ and its beauty counterpart,"The fully heavy scalar tetraquarks $T_{\mathrm{4Q}}=QQ\overline{Q}\overline{Q
}$, ($Q=c, b$) are explored in the context of QCD sum rule method. We model $
T_{\mathrm{4Q}}$ as diquark-antidiquark systems composed of pseudoscalar
constituents, and calculate their masses $m^{(\prime)}$ and couplings $
f^{(\prime)}$ within the two-point sum rule approach. Our results $m=(6928 \pm
50)~\mathrm{MeV}$ and $m^{\prime}=(18858 \pm 50)~\mathrm{MeV}$ for masses of
the tetraquarks $T_{\mathrm{4c}}$ and $T_{\mathrm{4b}}$ prove that they can
decay to hidden-flavor heavy mesons. The full width $\Gamma_{ \mathrm{4c}}$ of
the $T_{\mathrm{4c}}$ is evaluated by taking into account the decay channels
$T_{\mathrm{4c}} \to J/\psi J/\psi $, $J/\psi \psi^{\prime}$, $\eta _{c}\eta
_{c}$, $\eta _{c}\eta _{c}(2S)$, $\eta _{c}\chi_{c1}(1P)$, and
$\chi_{c0}\chi_{c0}$. The partial widths of these processes depend on strong
couplings $g_{i}$ at vertices $T_{\mathrm{4c} }J/\psi J/\psi $,
$T_{\mathrm{4c}}J/\psi \psi^{\prime} $ etc., which are computed using the QCD
three-point sum rule method. The decay $T_{\mathrm{4b} } \to \eta_{b}\eta_{b}$
is used to find the width $\Gamma_{\mathrm{4b}}$ of the $T_{\mathrm{4b}}$. The
predictions for $m$ and $\Gamma_{\mathrm{4c} }=(128 \pm 22)~\mathrm{MeV}$ are
compared with parameters of the fully charmed resonances reported by the LHCb,
ATLAS, and CMS Collaborations. Based on this analysis, we interpret the
tetraquark $T_{\mathrm{4c}}$ as a candidate to the resonance $X(6900)$. The
mass $m^{\prime} $ and width $ \Gamma_{\mathrm{4b}}=(94 \pm 28)~\mathrm{MeV}$
of the exotic meson $T_{ \mathrm{4b}}$ can be used in future experimental
investigations of these","{'B. Barsbay', 'S. S. Agaev', 'K. Azizi', 'H. Sundu'}",2023-10-11T07:46:27Z,2023-04-19 19:41:10+00:00
vectorlike leptons and long-lived bosons at the lhc,"We study a renormalizable theory that includes a heavy weak-singlet
vectorlike lepton, $\tau^\prime$, that decays into a pseudoscalar boson and a
tau lepton. We show that this can be the dominant decay mode of $\tau^\prime$
provided the pseudoscalar couplings deviate from the case of a Nambu-Goldstone
boson. For a range of parameters, the pseudoscalar is long-lived, and mainly
decays into a photon pair at one loop, or into a tau pair at tree level.
Electroweak production of $\tau^{\prime +} \tau^{\prime -}$ leads to a rich
phenomenology at colliders, including signals with many taus or photons. We
analyze in detail the LHC signal involving two prompt taus and two displaced
photon pairs. Particularly interesting is the case where the pseudoscalar has a
decay length of a few meters and thus would typically deposit energy in the
muon chambers of the CMS or ATLAS detectors.","{'Bogdan A. Dobrescu', 'Elias Bernreuther'}",2023-08-29T16:40:51Z,2023-04-17 18:00:00+00:00
environmentally aware displaced vertices,"Dynamical theories of dark energy predict new degrees of freedom with
particular environmental sensitivity to avoid constraints on fifth forces. We
show that the similar, yet complementary multi-purpose detector setup of the
ATLAS and CMS experiments provides a unique opportunity to place sensitivity on
such scenarios in a narrow, yet relevant parameter range. Furthermore, our
investigation gives rise to a novel phenomenological signature that the LHC
experiments can pursue to exploit their complementary detector design from a
BSM perspective.","{'Christoph Englert', 'Clare Burrage', 'Spyros Argyropoulos'}",2023-04-17T09:52:52Z,2023-04-17 09:52:52+00:00
"constraint for a light charged higgs boson and its neutral partners from
  top quark pairs at the lhc","The charged Higgs boson plays an essential role in distinguishing between a
wide variety of standard model extensions with multiple Higgs doublets, and has
been searched for in various collider experiments. This paper expands our
previous work to a broader Higgs mass space with discussions on subsequent
issues. We study the prospect of a light charged Higgs boson, produced by top
quark pairs at the Large Hadron Collider (LHC), and decaying into a $W$ boson
(can be off shell) and a pair of bottom quarks via on-shell production of an
intermediate neutral Higgs boson. We reinterpret the cross sections of
$WWbb\bar{b}\bar{b}$ final states measured by the ATLAS collaboration at LHC 13
TeV in the presence of the decay chain: $t \rightarrow H^+ b, H^+ \rightarrow
W^+ H_i, H_i \rightarrow b \bar{b}$, and H.c., where $H_i$ is a neutral Higgs
boson variably lighter than the charged Higgs boson. We find improved
agreements with the data and obtain limits on the total branching ratio of the
aforementioned decay chain. The limits impose the strongest constraints on the
parameter space of type-I two-Higgs-doublet model for most Higgs masses sampled
when $H_i$ is the $CP$-odd Higgs boson $A$. We also calculate potential
constraints with pseudodata in high-luminosity runs of the LHC.","{'ChunHao Fu', 'Jun Gao'}",2023-08-04T14:56:13Z,2023-04-16 13:31:34+00:00
"isolated photon production in association with a jet pair through
  next-to-next-to-leading order in qcd","In this work, we provide a comprehensive set of differential cross-section
distributions for photon + di-jet production in proton-proton collisions with
next-to-next-to-leading order precision in massless QCD. The event selection
corresponds to recent measurements by the ATLAS collaboration. We observe an
improved description of data in comparison to lower-order calculations in the
case of observables that are expected to be well described by perturbation
theory. The results also show better agreement with data than
parton-shower-matched and multi-jet-merged predictions generated for the ATLAS
analysis using the \textsc{Sherpa} Monte Carlo. A particular highlight of our
study is the use of exact five-point two-loop virtual amplitudes. This is the
first calculation of a complete two-to-three hadron-collider process at
next-to-next-to-leading order in QCD that does not rely on the leading-colour
approximation at two loops. We demonstrate, nevertheless, that the
sub-leading-colour effects present in the infrared- and ultraviolet-finite
double-virtual contributions are negligible in view of the remaining scale
uncertainties.","{'Simon Badger', 'Michal Czakon', 'Heribertus Bayu Hartanto', 'Rene Poncelet', 'Tiziano Peraro', 'Ryan Moodie', 'Simone Zoia'}",2023-04-13T17:26:08Z,2023-04-13 17:26:08+00:00
energetic long-lived particles in the cms muon chambers,"We present a recast in different benchmark models of the recent CMS search
that uses the endcap muon detector system to identify displaced showers
produced by decays of long-lived particles (LLPs). The exceptional shielding
provided by the steel between the stations of the muon system drastically
reduces the Standard Model background that limits other existing ATLAS and CMS
searches. At the same time, by using the muon system as a sampling calorimeter,
the search is sensitive to LLPs energies rather than masses. We show that,
thanks to these characteristics, this new search approach is sensitive to LLPs
masses even lighter than a GeV, and can be complementary to proposed and
existing dedicated LLP experiments.","{'Andrea Mitridate', 'Michele Papucci', 'Si Xie', 'Christina Wang', 'Cristián Peña'}",2023-11-10T05:34:49Z,2023-04-12 18:55:16+00:00
exploring fully heavy scalar tetraquarks $qq\overline{q}\overline{q}$,"The masses, current couplings and widths of the fully heavy scalar
tetraquarks $X_{\mathrm{4Q}}=QQ\overline{Q}\overline{Q}$, $Q=c, b$ are
calculated by modeling them as four-quark systems composed of axial-vector
diquark and antidiquark. The masses $m^{(\prime)}$ and couplings $
f^{(\prime)}$ of these tetraquarks are computed in the context of the QCD sum
rule method by taking into account a nonperturbative term proportional to the
gluon condensate $\langle \alpha _{s}G^{2}/ \pi \rangle$. Results $ m=(6570 \pm
55)~\mathrm{MeV}$ and $m^{\prime}=(18540 \pm 50)~\mathrm{MeV}$ are used to fix
kinematically allowed hidden-flavor decay channels of these states. It turns
out that, the processes $X_{\mathrm{4c}}\rightarrow J/\psi J/\psi $,
$X_{\mathrm{4c}}\rightarrow \eta _{c}\eta _{c}$, and $X_{\mathrm{4c
}}\rightarrow \eta _{c}\chi _{c1}(1P)$ are possible decay modes of $X_{
\mathrm{4c}}$. The partial widths of these channels are evaluated by means of
the couplings $g_{i}, i=1,2,3$ which describe strong interactions of tetraquark
$X_{\mathrm{4c}}$ and mesons at relevant vertices. The couplings $ g_{i}$ are
extracted from the QCD three-point sum rules by extrapolating corresponding
form factors $g_{i}(Q^2) $ to the mass-shell of a final meson. The mass of the
scalar tetraquark $X_{\mathrm{4b}}$ is below the $\eta_b \eta_b$ and
$\Upsilon(1S)\Upsilon(1S)$ thresholds, therefore it does not fall apart to
these bottomonia, but transforms to conventional particles through other
mechanisms. Comparing $m=(6570 \pm 55)~\mathrm{MeV}$ and $ \Gamma
_{\mathrm{4c}}=(110 \pm 21)~\mathrm{MeV}$ with parameters of structures
observed by the LHCb, ATLAS and CMS collaborations, we interpret $ X_{4c}$ as
the resonance $X(6600)$ reported by CMS. Comparisons are made with other
theoretical predictions.","{'B. Barsbay', 'S. S. Agaev', 'K. Azizi', 'H. Sundu'}",2023-10-31T07:24:36Z,2023-04-06 17:26:31+00:00
"mass spectra of hidden heavy-flavor tetraquarks with two and four heavy
  quarks","Inspired by the observation of the $X(6900)$ by LHCb and the $X(6600)$ (with
mass $6552\pm 10$ $\pm 12$ MeV) recently by CMS and ATLAS experiments of the
LHC in the di-$J/\Psi $ invariant mass spectrum, we systemically study masses
of all ground-state configurations of the hidden heavy-flavor tetraquarks
$q_{1}Q_{2}\bar{q}_{3}\bar{Q}_{4}$ and $Q_{1}Q_{2}\bar{Q}_{3}\bar{Q}_{4}$
($Q=c,b$;$q=u,d,s$) contaning two and four heavy quarks in the MIT bag model
with chromomagnetic interaction and enhanced binding energy. Considering
color-spin mixing due to chromomagnetic interaction, our mass computation
indicates that the observed $X(6600)$ is likely to be the $0^{++}$ ground
states of hidden-charm tetraquark $cc\bar{c}\bar{c}$ with computed masses
$6572$ MeV, which has a $0^{++}$ color partner around $6469$ MeV. The fully
bottom system of tetraquark $bb\bar{b}\bar{b}$ has masses of 19685 MeV and
19717 MeV for the the $0^{++}$ ground states. Further computation is given to
the tetraquark systems $sc\bar{s}\bar{c}$, $sb\bar{s}\bar{b}$,
$cb\bar{c}\bar{b}$, $nc\bar{n}\bar{c}$ and $nb\bar{n}\bar{b}$, suggesting that
the $Z_{c}(4200)$ is the tetraquark $nc\bar{n}\bar{c}$ with $J^{PC}=1^{+-}$.
All of these tetraquarks are above their lowest thresholds of two mesons and
unstable against the strong decays.","{'Duojie Jia', 'Wen-Xuan Zhang', 'Ting-Qi Yan'}",2023-04-04T10:21:25Z,2023-04-04 10:21:25+00:00
"implications of nsi constraints from antares and icecube on a simplified
  $z^\prime$ model","Recently the neutrino experiments ANTARES and IceCube have released new
constraints to the non-standard neutrino interaction (NSI) parameter
$\epsilon^d_{\mu\tau}$ (flavor off-diagonal). These new constraints are
stronger than those obtained from a combination of COHERENT and neutrino
oscillation data. In the light of the recent constraints from ANTARES and
IceCube data on the NSI parameter $\epsilon^d_{\mu\tau}$, in this work, we
study the new physics implications on the parameter space of a simplified
$Z^\prime$ model with lepton flavor violating ($\mu\tau$) couplings. For a
$Z^\prime$ boson with a mass heavier than the $\tau$ lepton, our results show
that ANTARES and IceCube can provide additional constraints to such a new
physics scenario with $\mu\tau$ couplings, when compared to bounds from
low-energy flavor physics. Moreover, these neutrino experiments can exclude a
similar region than ATLAS experiment, showing the potential to provide
complementary information to the one obtained from direct searches at the Large
Hadron Collider. The impact of the expected sensitivity at DUNE and Belle II
experiments is also studied.","{'Alexander Parada', 'J. M. Cabarcas', 'Nestor Quintero-Poveda'}",2023-11-21T16:21:01Z,2023-04-03 21:27:25+00:00
